id	user	date	date_kind	lon	lat	accuracy	url	title	user_id	had_coord_entry
89175100	Hakutora	2018:03:09 09:23:55	taken	105.783089	21.037240		https://commons.wikimedia.org/?curid=89175100	File:Tuong gs Dang Thai Mai.jpg	4943107	no
17284720	Benoît Prieur	2003	taken	105.857778	21.024167		https://commons.wikimedia.org/?curid=17284720	File:Hanoi Opera House - 2003.jpg	1321769	no
37247783	Cccefalon	2011-05-10T11:42:01	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=37247783	File:Hanoi Vietnam Waiting-at-the-red-lights-02.jpg	1544168	no
37247323	Cccefalon	2011-05-10T11:29:33	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=37247323	File:Hanoi Vietnam Waiting-at-the-red-lights-01.jpg	1544168	no
40536194	Cccefalon	2011-05-11T08:38:23	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=40536194	File:Hanoi Vietnam Street-vendors-in-Hanoi-03.jpg	1544168	no
57880506	Panoramio upload bot	2014-05-12T10:34:29	taken	106.748900	10.803233		https://commons.wikimedia.org/?curid=57880506	File:Xa Lo Hà nội-An Phú, Quận 2, TPHCM, Việt Nam - panoramio.jpg	4153868	yes
199653416	Newone	2026-02-24T08:41:06	taken	105.844048	21.030075		https://commons.wikimedia.org/?curid=199653416	File:Newone - Hanoi train street with coffee 02.jpg	36891	yes
199653415	Newone	2026-02-24T08:41:21	taken	105.844021	21.030082		https://commons.wikimedia.org/?curid=199653415	File:Newone - Hanoi train street with coffee 01.jpg	36891	yes
54070909	Panoramio upload bot	2011-09-19T13:37:35	taken	103.919318	21.321737		https://commons.wikimedia.org/?curid=54070909	File:KS Hà Nội Sơn La - panoramio.jpg	4153868	yes
113372104	Nguyenhai314	2019-12-31T08:54:41	taken	106.802506	10.866231		https://commons.wikimedia.org/?curid=113372104	File:Xa lộ Hà Nội (49356320453).jpg	8955777	yes
